,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),True Interceptions_p90 (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),Average Shot Distance (yards) (possession_p90),npxG_p90 (possession_p90),npxG/Shot (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Shots Blocked_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
1756,1756,1757.0,Brais Méndez,ESP,MF,Celta Vigo,La Liga,25.0,1997.0,33.6,2.02,1.13,0.74,0.92,0.36,0.71,2.35,1.64,22.89,6.55,5.77,11.07,6.04,1.99,0.3,0.0,1.7,1.58,3.6,1.04,0.0,4.62,2.17,1.85,0.0,0.03,0.15,0.09,0.06,0.33,0.27,0.0,0.03,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.0,0.0,2.65,1.79,0.27,1.19,1.58,1.13,0.0,0.0,0.0,7.71,1.79,1.76,35.83,45.21,593.3,156.46,18.99,21.96,11.61,14.08,3.66,5.77,0.15,0.11,0.04,1.04,3.81,1.19,0.27,3.87,45.21,44.35,0.86,0.33,0.15,7.92,1.16,1.19,0.03,0.0,0.03,0.0,32.41,6.25,6.55,36.28,5.0,1.88,0.48,0.3,35.83,0.21,1.04,1.85,1.52,91.67,15.0,0.0,0.0,0.0,10.0,15.0,35.0,2.5,1.67,3.33,-1.67,-3.13,0.5,3.83,-3.33,-6.18,59.58,1.64,8.42,33.48,21.4,2.74,58.78,1.16,2.47,1.31,0.33,40.27,164.58,83.24,4.38,1.93,0.3,2.08,1.58,53.07,42.89,4.32,277.0,8.25,1.04,3.81,1.19,3.87,0.11,5.4,7.35,3.5700000000000003,0.12,1.67,0.48,19.1,0.13,0.08,22.89,6.55,0.3,50.4,30.4,4.62,0.12,1.67,0.48,0.0,0.01,0.57,0.09,0.0,0.0,0.13,0.13,0.0,-0.01,-0.01,Attacking Midfield
1961,1961,1962.0,Bram Nuytinck,NED,DF,Udinese,Serie A,32.0,1990.0,22.6,1.73,0.97,1.11,0.58,0.04,0.58,1.46,0.88,10.49,3.36,5.84,4.29,0.35,2.61,1.46,0.04,1.15,1.46,3.19,4.69,0.0,1.94,0.31,0.22,0.0,0.0,0.09,0.0,0.0,0.09,0.04,0.0,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.0,0.0,0.75,0.22,0.0,0.13,1.46,0.97,0.0,0.0,0.0,7.79,1.64,1.28,34.87,41.02,776.28,233.1,8.23,9.07,19.69,21.42,6.64,9.91,0.0,0.01,-0.01,0.09,1.24,0.09,0.04,1.19,41.02,37.88,3.14,1.95,0.0,3.63,0.31,0.13,0.0,0.0,0.0,0.0,29.29,2.92,8.81,26.06,10.71,2.52,0.8,0.09,34.87,0.18,0.49,0.58,0.35,90.0,2.66,1.01,2.9,0.84,0.13,0.88,0.03,0.05,1.82,1.35,0.47,0.0,1.86,1.19,0.67,0.02,51.68,12.3,34.12,17.96,1.73,0.84,48.63,0.0,0.0,0.0,0.0,26.19,131.42,62.57,1.24,0.09,0.04,0.04,0.13,30.0,29.47,0.18,55.0,2.43,0.09,1.24,0.09,1.19,0.01,1.71,2.4,4.07,0.04,0.44,0.13,8.1,0.05,0.12,10.49,3.36,1.46,56.1,39.4,1.94,0.04,0.44,0.13,0.0,0.01,0.36,0.0,0.0,0.0,0.05,0.05,0.01,-0.01,-0.01,Centre-Back
750,750,751.0,Brandon Domingues,FRA,"MF,FW",Troyes,Ligue 1,21.0,2000.0,2.6,2.31,0.77,1.15,1.15,0.0,0.38,0.77,0.38,26.92,8.08,5.0,17.31,4.62,1.54,0.0,0.0,1.54,1.15,3.46,0.0,0.0,2.48,3.08,2.31,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.54,3.46,0.0,2.69,1.15,0.77,0.0,0.0,0.0,6.15,0.0,0.77,26.54,35.38,430.0,132.69,11.54,14.62,11.54,15.0,1.92,2.31,0.0,0.12,-0.12,2.69,1.15,1.54,0.77,3.46,35.38,33.46,1.92,0.77,0.0,2.31,1.15,2.69,0.38,0.38,0.0,0.0,26.15,3.85,5.38,4.23,28.85,1.54,0.77,0.0,26.54,0.0,0.0,1.54,1.92,,,,,,,,inf,,,,,,,,,,51.15,0.77,8.46,24.23,25.38,4.62,49.23,0.38,1.54,0.38,0.0,37.31,237.31,144.23,6.92,2.69,0.38,2.69,1.92,45.77,36.92,4.62,27.0,10.38,2.69,1.15,1.54,3.46,0.12,6.52,13.53,2.69,0.38,1.54,0.77,19.3,0.35,0.22,26.92,8.08,0.0,0.0,50.0,2.48,0.38,1.54,0.77,0.1,0.19,7.42,0.0,0.0,0.0,0.35,0.35,0.08,0.04,0.04,Central Midfield
2531,2531,2532.0,Brandon Soppy,FRA,"DF,MF",Udinese,Serie A,20.0,2002.0,8.6,2.79,1.74,1.63,0.93,0.23,1.63,2.67,1.05,19.65,5.58,8.14,7.44,4.07,1.74,0.35,0.0,1.4,1.28,4.07,0.58,0.12,2.47,1.51,0.7,0.0,0.23,0.12,0.35,0.12,0.23,0.0,0.0,0.0,0.12,0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.0,0.0,2.56,4.07,0.0,0.93,1.28,1.74,0.0,0.0,0.0,7.56,1.28,2.09,19.3,27.09,293.02,112.33,9.88,12.21,7.56,9.77,1.05,2.09,0.0,0.02,-0.02,0.58,1.05,0.81,0.12,2.09,27.09,23.72,3.37,0.7,0.0,5.35,0.23,0.93,0.12,0.0,0.0,0.0,18.14,4.77,4.19,1.4,21.28,1.05,2.56,0.0,19.3,0.12,0.7,1.4,1.98,,,,,,,,inf,,,,,,,,,,41.63,2.33,11.28,17.56,16.05,2.79,38.72,1.98,4.07,1.98,0.35,28.84,170.35,102.79,4.19,1.16,0.7,1.51,1.63,32.91,23.84,2.91,54.0,6.28,0.58,1.05,0.81,2.09,0.02,5.41,10.06,3.02,0.0,0.7,0.23,12.5,0.05,0.07,19.65,5.58,0.35,37.9,60.9,2.47,0.0,0.7,0.23,0.0,0.0,1.45,0.0,0.0,0.0,0.05,0.05,0.01,-0.05,-0.05,Right-Back
2840,2840,2841.0,Brandon Williams,ENG,DF,Norwich City,Premier League,21.0,2000.0,23.6,2.37,1.23,1.53,0.72,0.13,1.02,2.42,1.4,13.43,3.43,6.61,5.08,1.74,2.16,0.3,0.0,1.86,2.58,4.96,1.99,0.0,3.29,1.31,1.14,0.0,0.0,0.0,0.13,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.0,0.0,1.1,2.25,0.0,0.76,2.58,1.23,0.0,0.0,0.0,7.29,0.93,0.85,38.18,47.25,692.97,255.59,16.48,18.31,17.88,21.61,3.56,6.27,0.04,0.06,-0.01,0.81,1.82,0.81,0.17,3.47,47.25,38.9,8.35,0.93,0.13,6.53,0.81,0.76,0.04,0.04,0.0,0.0,31.06,7.37,8.81,9.83,27.75,1.74,7.37,0.08,38.18,0.25,0.64,2.2,0.72,90.62,6.88,1.04,15.42,0.21,1.67,1.67,5.0,0.27,0.62,2.71,-2.08,-0.43,0.92,1.48,-0.56,-0.13,60.13,5.17,23.86,27.5,14.32,1.36,52.25,0.68,1.36,0.76,0.0,35.68,213.39,121.82,3.73,1.61,0.25,1.23,1.23,36.48,33.77,1.27,170.0,7.2,0.81,1.82,0.81,3.47,0.06,4.54,6.2,4.74,0.0,0.17,0.04,20.2,0.01,0.05,13.43,3.43,0.3,52.4,42.1,3.29,0.0,0.17,0.04,0.0,0.0,0.86,0.0,0.0,0.0,0.01,0.01,0.0,-0.01,-0.01,Right-Back
1203,1203,1204.0,Branimir Hrgota,SWE,FW,Greuther Fürth,Bundesliga,29.0,1993.0,30.9,1.52,0.84,0.32,0.84,0.36,0.68,1.88,1.2,22.75,6.38,3.2,11.42,8.12,1.13,0.13,0.0,1.0,0.58,2.1,0.42,0.03,1.41,2.3,1.36,0.23,0.32,0.23,0.06,0.1,0.26,0.16,0.0,0.0,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.0,0.0,2.2,2.39,0.39,1.42,0.58,0.84,0.0,0.0,0.0,5.89,0.78,3.07,17.35,24.17,290.32,80.74,8.87,11.39,5.7,7.61,1.91,2.94,0.16,0.1,0.06,1.07,1.36,0.81,0.16,2.46,24.17,22.1,2.07,0.32,0.1,5.73,0.58,1.42,0.49,0.26,0.19,0.0,17.15,3.69,3.33,16.99,5.21,0.87,0.32,0.23,17.35,0.13,0.55,1.36,1.39,130.0,70.0,0.0,0.0,0.0,20.0,70.0,60.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.9,37.86,0.49,3.46,17.57,19.84,3.62,35.5,1.49,3.11,1.59,0.19,26.25,132.3,64.17,3.62,1.33,0.55,2.17,2.33,41.33,24.82,6.12,188.0,6.08,1.07,1.36,0.81,2.46,0.1,7.09,9.56,1.71,0.29,1.94,0.65,19.8,0.17,0.09,22.75,6.38,0.13,20.2,36.2,1.41,0.29,1.94,0.65,0.0,0.01,0.64,0.19,0.16,0.16,0.3,0.17,0.0,-0.01,-0.05,Centre-Forward
2085,2085,2086.0,Brayann Pereira,FRA,DF,Lens,Ligue 1,19.0,2003.0,0.2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,10.25,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,65.0,80.0,870.0,235.0,40.0,40.0,25.0,25.0,0.0,5.0,0.0,1.0,-1.0,5.0,5.0,5.0,5.0,0.0,80.0,80.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,70.0,5.0,5.0,5.0,70.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,10.0,88.57,12.86,0.48,34.76,0.0,2.86,9.05,6.19,0.48,0.0,1.9,-1.9,-0.83,0.71,2.52,-1.76,-0.9,85.0,0.0,20.0,40.0,30.0,5.0,85.0,0.0,0.0,0.0,0.0,70.0,370.0,100.0,5.0,0.0,0.0,0.0,0.0,85.0,70.0,15.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,5.88,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,33.3,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-Back
820,820,821.0,Breel Embolo,SUI,"FW,MF",M'Gladbach,Bundesliga,25.0,1997.0,24.1,1.2,0.87,0.08,0.71,0.41,0.33,0.66,0.33,16.27,5.27,0.87,7.63,7.76,0.71,0.17,0.0,0.54,0.46,1.66,0.29,0.0,2.01,3.28,2.24,0.0,0.08,0.17,0.62,0.17,0.37,0.25,0.0,0.0,0.04,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.0,0.0,1.91,3.44,0.83,0.25,0.46,0.87,0.08,0.0,0.0,4.56,1.83,3.9,17.84,24.36,257.68,61.54,10.91,13.82,4.73,6.6,1.33,1.99,0.12,0.2,-0.07,1.33,1.29,1.0,0.08,2.37,24.36,22.86,1.49,0.08,0.21,7.59,0.21,0.25,0.0,0.0,0.0,0.0,18.09,4.27,1.99,2.37,18.67,1.0,0.04,0.95,17.84,0.08,0.17,1.62,1.2,89.87,2.37,1.03,2.63,0.45,0.19,1.03,0.0,0.05,1.22,1.09,0.13,0.02,1.35,1.04,0.3,-0.0,39.38,0.58,1.78,22.45,17.88,5.02,37.97,1.49,3.36,1.66,0.33,29.05,109.75,56.89,3.15,1.45,0.54,2.9,3.36,47.51,29.92,8.55,133.0,5.52,1.33,1.29,1.0,2.37,0.2,6.64,8.0,1.17,0.37,1.99,0.95,13.5,0.37,0.18,16.27,5.27,0.17,31.9,50.0,2.01,0.37,1.99,0.95,0.01,0.02,0.56,0.0,0.0,0.0,0.37,0.37,0.01,0.01,0.01,Centre-Forward
515,515,516.0,Brendan Chardonnet,FRA,DF,Brest,Ligue 1,27.0,1994.0,29.8,1.54,1.01,1.14,0.3,0.1,0.81,1.38,0.57,8.52,3.19,5.67,2.52,0.34,1.74,1.01,0.03,0.74,3.15,4.7,6.07,0.03,3.29,0.64,0.54,0.03,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.03,0.0,0.87,0.87,0.0,0.1,3.15,1.01,0.0,0.0,0.0,6.68,3.02,1.51,35.03,41.88,887.01,329.5,7.25,8.02,17.11,18.29,10.2,14.73,0.0,0.01,-0.01,0.34,3.26,0.1,0.03,2.25,41.88,39.63,2.25,2.15,0.0,4.3,2.48,0.1,0.0,0.0,0.0,0.0,28.76,2.28,10.84,3.15,35.6,1.48,0.1,0.1,35.03,0.1,0.84,0.57,0.23,90.08,2.51,1.01,2.51,0.9,0.0,0.0,0.0,0.05,1.69,1.01,0.68,-0.05,1.62,0.94,0.68,-0.01,54.09,9.36,33.76,22.75,1.85,0.57,51.91,0.0,0.03,0.0,0.0,30.81,168.29,97.08,1.98,0.47,0.0,0.07,0.13,32.15,31.68,0.1,126.0,4.23,0.34,3.26,0.1,2.25,0.01,3.21,3.66,4.89,0.1,0.44,0.2,12.9,0.05,0.12,8.52,3.19,1.01,66.7,58.5,3.29,0.1,0.44,0.2,0.01,0.02,0.43,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,Centre-Back
377,377,378.0,Brian Brobbey,NED,FW,RB Leipzig,Bundesliga,20.0,2002.0,1.5,2.0,1.33,0.0,2.0,0.0,1.33,1.33,0.0,14.67,5.33,0.67,5.33,8.67,0.67,0.0,0.0,0.67,0.0,2.0,0.0,0.0,2.63,2.67,2.0,0.0,0.0,0.67,0.0,0.0,1.33,1.33,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,1.33,0.0,0.0,0.0,1.33,0.0,0.0,0.0,7.33,2.67,1.33,21.33,25.33,335.33,100.67,11.33,12.67,7.33,8.67,2.0,2.0,1.33,0.47,0.87,2.0,2.67,0.0,0.0,2.0,25.33,24.0,1.33,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33,5.33,2.67,0.67,19.33,2.67,0.0,0.67,21.33,0.0,0.0,0.67,0.67,90.35,3.76,0.59,8.12,0.0,2.24,2.59,1.18,0.18,2.0,1.88,0.12,-0.01,1.2,1.47,-0.26,-0.05,37.33,0.67,0.67,20.0,19.33,6.67,36.0,0.67,0.67,0.67,0.0,24.0,94.67,39.33,1.33,1.33,0.67,4.67,1.33,49.33,26.67,10.67,5.0,3.33,2.0,2.67,0.0,2.0,0.47,4.69,3.56,0.67,0.0,2.67,0.0,7.8,0.33,0.12,14.67,5.33,0.0,66.7,100.0,2.63,0.0,2.67,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.33,0.33,0.08,-0.33,-0.33,Centre-Forward
1984,1984,1985.0,Brian Oliván,ESP,DF,Mallorca,La Liga,28.0,1994.0,24.3,1.73,0.82,1.28,0.33,0.12,0.49,0.99,0.49,10.82,2.92,6.26,3.58,0.99,1.11,0.25,0.0,0.86,1.52,3.25,3.58,0.04,2.58,1.44,0.86,0.41,0.04,0.08,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.0,0.0,1.36,0.33,0.16,3.33,1.52,0.82,0.04,0.04,0.0,6.71,1.19,1.52,27.24,41.36,529.51,242.88,10.99,12.43,12.3,16.13,3.58,11.19,0.0,0.09,-0.09,0.78,1.73,0.49,0.29,2.59,41.36,32.1,9.26,1.07,0.04,4.73,1.36,3.33,0.29,0.08,0.08,0.04,19.55,6.46,15.35,29.26,1.89,1.69,7.82,0.04,27.24,0.25,1.19,1.4,1.6,90.06,2.57,1.07,2.57,0.8,0.0,0.0,0.0,0.03,1.01,1.44,-0.43,0.06,0.98,1.26,-0.29,-0.01,50.66,3.95,18.64,21.77,13.13,1.48,41.56,0.04,0.16,0.08,0.0,23.74,132.51,76.79,3.09,1.32,0.21,0.45,0.33,28.44,25.97,1.73,138.0,5.68,0.78,1.73,0.49,2.59,0.09,4.75,6.1,2.63,0.04,0.82,0.29,21.6,0.06,0.07,10.82,2.92,0.25,43.9,50.0,2.58,0.04,0.82,0.29,0.0,0.01,0.89,0.04,0.0,0.04,0.09,0.06,0.0,-0.05,-0.02,Left-Back
876,876,877.0,Bruno Fernandes,POR,MF,Manchester Utd,Premier League,27.0,1994.0,34.6,1.71,1.3,0.87,0.64,0.2,0.69,2.14,1.45,17.63,4.97,3.47,8.38,5.78,0.84,0.0,0.0,0.84,1.1,2.8,1.16,0.09,3.18,4.19,3.15,0.52,0.12,0.2,0.12,0.09,0.29,0.23,0.0,0.03,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.0,0.0,1.27,1.73,0.09,2.37,1.1,1.3,0.0,0.0,0.0,7.46,0.66,0.95,44.05,58.5,857.54,247.95,19.71,22.77,16.42,20.14,7.11,13.09,0.17,0.24,-0.07,2.54,4.48,2.46,0.43,5.66,58.5,53.06,5.43,1.3,0.43,9.94,3.06,2.37,1.94,0.61,0.87,0.0,39.36,5.75,13.38,3.84,52.11,1.27,0.64,0.23,44.05,0.61,1.36,2.83,1.65,89.93,6.0,1.03,6.0,0.97,0.0,0.0,1.1,0.06,1.24,2.28,-1.03,-0.02,1.23,1.58,-0.35,-0.02,70.0,1.97,11.13,33.32,29.91,3.29,64.62,0.66,1.47,0.78,0.14,47.43,218.61,122.75,6.07,2.17,0.66,1.1,1.39,61.68,51.33,5.84,406.0,11.73,2.54,4.48,2.46,5.66,0.24,6.42,8.67,1.94,0.29,2.51,0.84,21.2,0.24,0.09,17.63,4.97,0.0,41.1,32.4,3.18,0.29,2.51,0.84,0.0,0.01,0.61,0.17,0.0,0.06,0.28,0.24,0.0,0.01,0.05,Attacking Midfield
1096,1096,1097.0,Bruno Guimarães,BRA,MF,Lyon,Ligue 1,24.0,1997.0,18.2,3.35,2.47,1.26,1.81,0.27,1.15,3.19,2.03,23.35,7.42,7.97,11.37,4.01,1.26,0.22,0.05,1.04,1.87,5.22,1.1,0.0,7.4,3.74,3.13,0.11,0.16,0.0,0.22,0.11,0.44,0.38,0.0,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0,0.0,1.76,3.41,0.05,0.93,1.87,2.47,0.05,0.0,0.0,7.53,0.71,0.82,64.73,74.29,1262.97,304.67,26.81,29.01,26.48,29.4,10.11,13.68,0.16,0.21,-0.04,1.81,8.19,1.76,0.11,7.86,74.29,69.95,4.34,3.57,0.6,12.25,3.19,0.93,0.66,0.44,0.11,0.0,59.84,5.71,8.74,3.96,68.41,1.1,0.11,0.22,64.73,0.27,0.88,1.65,0.77,80.0,27.5,0.0,0.0,0.0,7.5,27.5,12.5,0.0,5.0,5.0,0.0,4.03,4.5,5.0,-0.5,0.8,86.76,1.7,18.08,55.82,19.89,1.21,83.52,1.15,2.25,1.48,0.05,65.77,364.01,189.84,8.63,2.53,0.44,1.04,1.37,71.59,67.09,2.25,300.0,16.490000000000002,1.81,8.19,1.76,7.86,0.21,6.07,9.95,3.13,0.0,0.6,0.11,22.9,0.04,0.07,23.35,7.42,0.22,46.4,36.2,7.4,0.0,0.6,0.11,0.0,0.0,1.26,0.05,0.0,0.0,0.04,0.04,0.0,-0.04,-0.04,Central Midfield
