Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_p90),TklW_p90 (defense_p90),Def 3rd_p90 (defense_p90),Mid 3rd_p90 (defense_p90),Att 3rd_p90 (defense_p90),Challenges Tkl_p90 (defense_p90),Att_p90 (defense_p90),Lost_p90 (defense_p90),Blocks_p90 (defense_p90),Shots Blocked_p90 (defense_p90),Pass_p90 (defense_p90),Int_p90 (defense_p90),Tkl+Int_p90 (defense_p90),Clr_p90 (defense_p90),Err_p90 (defense_p90),True Interceptions_p90 (defense_p90),Shots Blocked_p90.1 (defense_p90),Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Challenges Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Lost_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),Percent of Dribblers Tackled (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),TO_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types TO_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Aerial Win Rate (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xAG_p90 (passing_p90),xA_p90 (passing_p90),A-xAG_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),Crosses into Penalty Area_p90 (passing_p90),Prog Passes_p90 (passing_p90),Prog Passes_p90 per 50 passes (passing_p90),KP p90 per 50 passes (passing_p90),xA per KP p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),TI_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Tkld_p90 (possession_p90),Carries_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Rec_p90 (possession_p90),PrgR_p90 (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),Average Shot Distance (shooting_p90),Starts_p90 (stats_p90),Min_p90 (stats_p90),Gls_p90 (stats_p90),Ast_p90 (stats_p90),G+A_p90 (stats_p90),G-PK_p90 (stats_p90),PK_p90 (stats_p90),PKatt_p90 (stats_p90),CrdY_p90 (stats_p90),CrdR_p90 (stats_p90),xG_p90 (stats_p90),npxG_p90 (stats_p90),xAG_p90 (stats_p90),npxG+xAG_p90 (stats_p90),PrgC_p90 (stats_p90),PrgP_p90 (stats_p90),Prog Passes Received_p90 (stats_p90),G+A-PK_p90 (stats_p90),xG+xAG_p90 (stats_p90),TMPosition
925,Alessandro Florenzi,ITA,DF,Milan,Serie A,32,1991,2.3,2.61,1.74,1.3,0.87,0.43,1.74,3.04,1.3,0.43,0,0.43,1.74,4.35,0.87,0,2.17,0,2.61,1.74,1.3,0.87,0.43,1.74,3.04,1.3,0.43,0,0.43,1.74,4.35,0.87,0,5.42,57.1,3.91,1.74,1.3,0,0.43,0.43,0,0,0,0,0,0,0,0,0.43,0,0,0.87,0.43,0,9.57,1.74,1.74,0,0,0,6.09,0.43,0,100,56.52,74.78,22.61,24.78,27.83,33.91,5.22,14.78,0,0.22,0.48,-0.22,2.61,3.48,2.61,2.17,4.35,3.85,2.31,0.18,74.78,59.13,15.22,3.04,0,0.43,9.57,9.57,2.61,0.87,1.74,0,56.52,0.43,0,90.18,3.78,1.01,4.01,0.83,0.09,1.15,0.28,0.08,1.75,1.34,0.41,-0.01,1.53,1.48,0.05,-0.02,84.78,1.3,18.26,35.65,30.87,4.35,84.78,0.43,0,0.43,44.78,0.43,0.43,0,1.3,0,49.13,8.26,0.51,0,2.17,0.43,0,0,0.43,0,0,0.35,0.35,0.07,-0.35,-0.35,16.2,0.87,88.26,0,0,0,0,0,0,0.43,0,0.35,0.35,0.22,0.52,0.43,4.35,8.26,0,0.23,Right-Back
2309,Alessandro Russo,ITA,GK,Sassuolo,Serie A,22,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,50,16,16,15,15,6,19,0,0,0,0,0,0,0,0,0,0,0,,50,37,13,5,0,0,0,0,0,0,0,0,37,0,0,89.93,4.76,0.98,5.45,0.63,0.35,2.73,0.28,0.07,1.75,2.24,-0.49,-0.03,1.56,1.7,-0.14,-0.01,55,47,55,0,0,0,55,0,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2671,Alessandro Tuia,ITA,DF,Lecce,Serie A,33,1990,5.7,1.75,1.05,1.05,0.7,0,0.53,1.58,1.05,0.53,0.18,0.35,2.63,4.39,5.09,0,3.16,0.18,1.75,1.05,1.05,0.7,0,0.53,1.58,1.05,0.53,0.18,0.35,2.63,4.39,5.09,0,2.61,33.3,0.88,0.7,0,0,0.18,0,0,0,0,0,0,0,0,0,0.18,0,0,1.58,0.35,0,0.18,2.63,1.05,0,0,0,5.96,1.75,2.46,41.7,24.91,35.79,5.44,7.37,14.39,17.54,4.56,10.18,0,0,0.02,0,0.18,2.63,0.18,0.18,3.51,7.05,0.36,0.11,35.79,33.86,1.93,1.75,0,1.05,0.18,0,0,0,0,0,24.91,0,0,89.47,8.93,0.93,10.93,0.53,0.4,4.27,0.4,0.15,1.2,1.73,-0.53,-0.03,1,1.73,-0.72,0.01,46.84,4.56,23.86,22.28,1.23,0.35,46.84,0.7,0.35,0.18,18.6,0.18,0.18,0,0.18,0,21.58,0,0.38,0,0.35,0.18,0,0,0,0,0,0.02,0.02,0.01,-0.02,-0.02,11.6,1.05,89.3,0,0,0,0,0,0,0.18,0,0.02,0.02,0,0.02,0.18,3.51,0,0,0,Centre-Back
2851,Alessandro Zanoli,ITA,DF,Sampdoria,Serie A,22,2000,17.1,1.29,0.82,0.82,0.35,0.12,0.47,0.99,0.53,1.11,0.88,0.23,0.7,1.99,2.28,0,1.81,0.88,1.29,0.82,0.82,0.35,0.12,0.47,0.99,0.53,1.11,0.88,0.23,0.7,1.99,2.28,0,1.65,47.1,2.05,1.46,0.12,0.41,0.06,0,0,0.18,0.12,0,0.06,0,0,0,0.18,0,0,0.23,0.58,0,1.93,0.7,0.82,0,0,0,4.62,0.58,1.11,34.5,31.29,40.94,15.5,17.25,12.81,16.32,2.28,4.68,0.18,0.07,0.05,0.11,0.82,1.11,0.76,0.41,2.11,3.37,1.31,0.06,40.94,34.74,6.14,0.7,0,0.12,1.93,5.44,0,0,0,0,31.29,0.06,1.35,91.11,45.56,1.11,41.11,0,1.11,50,0,0.56,1.11,0,1.11,0.77,0.78,1.89,-1.11,-1.81,50.41,4.33,19.06,19.82,12.46,1.29,50.41,2.63,1.58,0.7,26.61,2.92,1.35,0.58,0.88,0.53,30.53,3.51,5.79,0.12,0.88,0.41,0.01,0.02,0,0,0,0.15,0.15,0.01,-0.04,-0.04,13.8,0.94,90,0.12,0.18,0.29,0.12,0,0,0.18,0,0.15,0.15,0.07,0.22,2.92,2.11,3.51,0.02,0.01,Right-Back
611,Alessio Cragno,ITA,GK,Monza,Serie A,28,1994,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,31,7,7,18,18,4,6,0,0,0,0,0,0,0,0,0,0,0,,31,24,7,1,0,0,0,0,0,0,0,0,29,0,0,90,2.65,1,2.65,1,0,0,0,0.04,1.68,1.41,0.26,0,1.51,1.51,0,0,32,26,32,0,0,0,32,0,0,0,19,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper
2274,Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,32.5,1.02,0.46,0.58,0.43,0,0.34,0.68,0.34,1.02,0.8,0.22,1.17,2.18,3.32,0,2.19,0.8,1.02,0.46,0.58,0.43,0,0.34,0.68,0.34,1.02,0.8,0.22,1.17,2.18,3.32,0,2.41,50,0.43,0.34,0.09,0,0,0,0,0.09,0.09,0,0,0,0,0,0.18,0,0,1.08,0.58,0.03,0,1.17,0.46,0,0,0,4.28,2.4,1.38,63.4,51.48,56.89,23.17,24.28,22.06,23.51,4.71,6.86,0,0,0.01,0,0.06,2.8,0.12,0,1.91,1.86,0.06,0.17,56.89,51.94,4.95,2.8,0.03,0.4,0,0.06,0,0,0,0,51.48,0,0.18,130,70,10,60,0,10,70,60,0,0,0,0,3.7,0,0,0,-3.7,64.83,9.42,33.51,30.4,1.05,0.52,64.83,0.03,0.03,0,33.45,0.09,0.22,0.06,0.31,0.09,42.65,0.09,0.14,0.06,0.4,0.15,0,0.01,0,0,0,0.04,0.04,0,0.02,0.02,11.9,1.02,89.91,0.06,0,0.06,0.06,0,0,0.18,0,0.04,0.04,0,0.05,0.09,1.91,0.09,0,0,Centre-Back
2867,Alessio Zerbin,ITA,FW,Napoli,Serie A,24,1999,2.2,4.55,2.27,1.82,2.27,0.45,1.82,3.64,1.82,0.91,0,0.91,0.91,5.45,0.91,0,1.82,0,4.55,2.27,1.82,2.27,0.45,1.82,3.64,1.82,0.91,0,0.91,0.91,5.45,0.91,0,8.28,50,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,4.09,2.73,0.45,0.45,0.91,2.27,0,0,0,3.64,0,0.45,0,25.45,35.45,14.09,17.73,7.27,10.91,1.36,1.82,0,0,0.05,0,0,1.36,0.45,0,2.73,5.36,0,inf,35.45,34.55,0,0,0,0,0.45,0,0,0,0,0,25.45,0.91,0.91,,,,,,,,inf,,,,,,,,,,52.27,2.27,7.27,28.64,16.36,4.09,52.27,2.27,0.91,1.36,32.27,2.27,0,1.36,2.27,2.27,38.18,9.09,4.34,0,2.27,1.36,0,0,0,0,0,0.14,0.14,0.02,-0.14,-0.14,19.1,0.91,90,0,0,0,0,0,0,0.45,0,0.14,0.14,0,0.14,2.27,2.73,9.09,0,0.05,Left Winger
185,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,21,2001,21.6,1.39,0.79,0.42,0.69,0.28,0.69,2.08,1.39,0.69,0.14,0.56,0.32,1.71,0.74,0,1.01,0.14,1.39,0.79,0.42,0.69,0.28,0.69,2.08,1.39,0.69,0.14,0.56,0.32,1.71,0.74,0,2.25,33.3,3.66,2.69,0,0.37,0.37,0.23,0,0.37,0.23,0,0,0.09,0.05,0,0.6,0.05,0.05,2.69,2.59,0.14,1.2,0.32,0.79,0.05,0.05,0,4.63,0.05,1.2,3.7,31.53,39.77,15.74,17.59,11.9,13.94,2.73,4.63,0.09,0.24,0.18,-0.15,1.44,3.47,1.99,0.14,5.74,9.1,2.28,0.12,39.77,38.47,1.06,0.37,0.97,0.14,1.2,0.09,0.37,0.28,0,0,31.53,0.23,1.39,,,,,,,,inf,,,,,,,,,,51.06,1.3,7.04,23.7,21.02,3.06,51.06,2.87,1.25,1.16,34.81,2.31,1.94,0.65,1.9,1.57,40.42,5.09,4.52,0.28,2.87,1.02,0,0.01,0.14,0,0,0.18,0.18,0,0.1,0.1,22.6,0.88,90.14,0.28,0.09,0.37,0.28,0,0,0.6,0.05,0.18,0.18,0.24,0.42,2.31,5.74,5.09,0.02,0.02,Left Winger
585,Alex Cordaz,ITA,GK,Inter,Serie A,40,1983,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.67,66.67,13.33,13.33,10,13.33,13.33,36.67,0,0,0,0,0,0,0,0,0,0,0,,66.67,50,16.67,0,0,0,0,0,0,0,0,0,36.67,0,3.33,89.13,29.57,0.87,39.13,0.43,0.43,11.3,4.78,0.43,0.87,1.3,-0.43,-0.27,1.57,0.83,0.74,0.37,70,63.33,70,0,0,0,70,0,0,0,43.33,0,0,0,0,0,36.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper
913,Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,11.2,3.57,2.05,2.86,0.62,0.09,2.5,3.75,1.25,1.7,0.36,1.34,2.23,5.8,4.02,0.09,3.93,0.36,3.57,2.05,2.86,0.62,0.09,2.5,3.75,1.25,1.7,0.36,1.34,2.23,5.8,4.02,0.09,3.62,66.7,0.54,0.36,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0.71,1.16,0,0.54,2.23,2.05,0,0,0,6.25,1.34,0.54,71.4,30.27,40.89,11.52,14.38,15.09,18.12,3.39,6.96,0,0.01,0.02,-0.01,0.27,2.41,0.45,0.09,2.41,3.98,0.45,0.07,40.89,37.05,3.84,1.61,0,0.36,0.54,2.23,0,0,0,0,30.27,0,0.71,90,6.02,1.08,8.31,0,0.72,2.53,0,0.13,0.84,0.84,0,0,1.31,1.3,0.01,0.06,53.93,4.82,26.88,23.93,3.66,0.09,53.93,0.71,0.36,0.36,25.54,0.18,0.27,0,0.71,0.09,24.46,0.45,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,90.09,0,0,0,0,0,0,0.27,0,0,0,0.01,0.01,0.18,2.41,0.45,0,0,Centre-Back
1264,Alex Iwobi,NGA,"MF,FW",Everton,Premier League,27,1996,37.5,1.84,0.99,0.99,0.75,0.11,0.88,1.73,0.85,1.09,0.05,1.04,0.67,2.51,0.77,0,1.76,0.05,1.84,0.99,0.99,0.75,0.11,0.88,1.73,0.85,1.09,0.05,1.04,0.67,2.51,0.77,0,1.64,50.8,3.2,2.43,0.24,0.21,0.19,0.08,0.05,0.24,0.21,0,0,0,0.03,0,0.05,0,0,0.51,0.4,0.11,2.77,0.67,0.99,0.03,0,0,6.91,0.27,0.75,26.3,30.77,40.96,14.59,17.28,11.6,14.8,3.52,5.87,0.19,0.16,0.11,0.02,1.71,3.57,1.68,0.45,5.17,8.4,2.78,0.06,40.96,39.17,1.55,0.08,0.37,0.35,2.77,0.83,0.45,0.37,0.03,0,30.77,0.24,1.23,89.87,2.73,1.05,3.28,0.38,0.34,0.97,0.08,0.08,1.76,1.05,0.71,0.02,1.53,0.98,0.55,0.01,50.99,1.39,9.57,23.79,18.91,1.57,50.99,2.93,1.47,1.33,31.17,2.4,2.11,0.4,1.81,1.12,34.27,3.87,4.71,0.05,1.12,0.4,0,0,0,0,0,0.07,0.07,0,-0.01,-0.01,21,1.01,90.08,0.05,0.19,0.24,0.05,0,0,0.05,0,0.07,0.07,0.16,0.23,2.4,5.17,3.87,0.01,0.01,Left Winger
1429,Alex Král,CZE,MF,Schalke 04,Bundesliga,25,1998,26.2,1.3,0.92,0.38,0.84,0.08,0.65,1.41,0.76,1.18,0.23,0.95,0.65,1.95,2.02,0,1.83,0.23,1.3,0.92,0.38,0.84,0.08,0.65,1.41,0.76,1.18,0.23,0.95,0.65,1.95,2.02,0,1.57,45.9,2.02,1.72,0,0.08,0.08,0.11,0.04,0.08,0.08,0,0,0,0,0,0.11,0,0,0.8,0.69,0.11,1.03,0.65,0.92,0,0,0.04,6.03,1.83,1.91,49,22.37,32.33,9.73,12.79,9.77,12.63,1.95,3.93,0,0.03,0.07,-0.03,0.42,2.79,0.61,0.19,3.82,8.54,0.94,0.17,32.33,30.38,1.72,0.61,0.08,0.08,1.03,0.08,0,0,0,0,22.37,0.23,1.07,89.94,2.8,1.02,2.8,0.96,0,0,0,0.04,1.53,1.59,-0.06,0.03,1.46,1.25,0.22,0.03,42.29,2.75,10.42,23.28,9.2,1.79,42.29,1.95,0.88,0.84,21.07,1.56,0.8,0.15,1.15,0.8,22.9,2.67,3.69,0,1.22,0.08,0,0,0,0,0,0.06,0.06,0,-0.06,-0.06,20.1,0.99,89.96,0,0,0,0,0,0,0.11,0,0.06,0.06,0.03,0.08,1.56,3.82,2.67,0,0,Defensive Midfield
1734,Alex McCarthy,ENG,GK,Southampton,Premier League,33,1989,6,0,0,0,0,0,0,0.17,0.17,0,0,0,0.17,0.17,0.5,0.17,0.17,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0.17,0.17,0.5,0.17,0.12,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,1.17,0.17,0,100,25,41.5,7.5,7.83,10.67,11,6.67,22,0,0,0,0,0,0.83,0,0,0,0,0,,41.5,29.67,11.33,2.67,0,0.17,0,0,0,0,0,0,25,0.5,0,89.87,2.74,1.01,2.77,0.91,0.03,1.42,0,0.05,1.79,1.13,0.66,0.04,1.49,1.05,0.44,0,43.5,34.17,43.33,0.17,0,0,43.5,0,0,0,23.17,0,0,0,0,0,22.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper
1767,Alex Meret,ITA,GK,Napoli,Serie A,26,1997,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.03,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0.12,0,100,24.06,27.38,5.56,5.56,12.88,12.97,5.53,8.76,0,0,0,0,0,0.03,0,0,0,0,0,,27.38,20.24,7.15,1.32,0,0.06,0,0,0,0,0,0,24.06,0,0,89.31,12.76,1.72,16.55,0.34,0.69,3.1,6.55,0.54,1.38,1.03,0.34,0.01,0.86,0.9,-0.03,-0.26,28.65,24.35,28.59,0.06,0,0,28.65,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper
2009,Alex Oxlade-Chamberlain,ENG,"FW,MF",Liverpool,Premier League,29,1993,3.7,1.35,1.08,0.27,0.54,0.54,0.27,1.35,1.08,1.35,0.54,0.81,0.27,1.62,1.08,0,1.62,0.54,1.35,1.08,0.27,0.54,0.54,0.27,1.35,1.08,1.35,0.54,0.81,0.27,1.62,1.08,0,2.42,20,2.43,2.16,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.81,1.08,0.27,0.54,0.27,1.08,0,0,0,5.41,0.27,1.08,20,20.27,28.65,10.54,12.16,6.49,9.19,2.16,3.78,0,0.24,0.05,-0.24,1.35,2.16,0.54,0,3.78,9.32,3.33,0.04,28.65,27.57,0.54,0,0.54,0.81,0.54,0.54,0,0,0,0,20.27,0.54,1.08,89.4,5.2,0.6,10.4,0,2.8,4.2,1,0.15,1.8,1.4,0.4,0.11,1.46,1.52,-0.06,-0.05,41.35,1.08,5.41,18.65,18.11,4.59,41.35,3.78,1.35,2.16,24.32,2.97,2.16,0.81,3.24,2.7,29.73,7.57,7.18,0.27,1.89,0.81,0.04,0.09,0,0,0,0.35,0.35,0.05,-0.08,-0.08,16.3,1.08,90.54,0.27,0,0.27,0.27,0,0,0,0,0.35,0.35,0.24,0.59,2.97,3.78,7.57,0.07,0.16,Central Midfield
2364,Alex Sandro,BRA,DF,Juventus,Serie A,32,1991,19.9,1.76,1.01,0.8,0.8,0.15,0.75,1.11,0.35,1.36,0.5,0.85,0.75,2.51,3.22,0.05,2.11,0.5,1.76,1.01,0.8,0.8,0.15,0.75,1.11,0.35,1.36,0.5,0.85,0.75,2.51,3.22,0.05,2.43,68.2,1.81,1.61,0,0.1,0,0.05,0.05,0.15,0.15,0,0,0,0,0,0.25,0.05,0,1.36,1.26,0.05,0.95,0.75,1.01,0.05,0,0,6.38,1.96,1.11,63.9,54.32,63.12,23.42,25.33,23.97,26.73,6.03,8.64,0.05,0.05,0.06,0.01,0.6,4.67,0.45,0.15,4.87,4.48,0.55,0.1,63.12,55.28,7.64,1.21,0,0.4,0.95,5.88,0,0,0,0,54.32,0.2,0.65,89.91,3.6,0.95,4.17,0.71,0.24,1.37,0,0.1,2.09,1.33,0.76,0.01,2.06,1.06,1,0.03,73.12,5.93,26.18,37.69,9.85,0.65,73.12,1.41,0.95,0.2,38.34,2.56,1.81,0.15,1.31,0.85,45.28,1.26,3.5,0,0.25,0,0,0,0,0,0,0.01,0.01,0,-0.01,-0.01,22.7,1.06,89.8,0,0.05,0.05,0,0,0,0.25,0.05,0.01,0.01,0.05,0.06,2.56,4.87,1.26,0,0,Left-Back
2483,Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,3.9,4.62,2.31,3.59,0.77,0.26,1.79,2.56,0.77,1.79,0.51,1.28,1.79,6.41,2.56,0,3.58,0.51,4.62,2.31,3.59,0.77,0.26,1.79,2.56,0.77,1.79,0.51,1.28,1.79,6.41,2.56,0,7.86,70,1.54,0.77,0.51,0,0,0.26,0,0.51,0.26,0,0,0,0.26,0,0.26,0,0,0.77,2.05,0,3.08,1.79,2.31,0,0,0,4.36,1.79,0.77,70,40.51,50.77,15.38,17.44,20,23.33,3.85,7.18,0,0.03,0.03,-0.03,0.51,1.54,0.26,0.26,1.03,1.27,0.63,0.06,50.77,38.46,12.31,1.03,0,0,3.08,11.28,0,0,0,0,40.51,0,1.28,,,,,,,,inf,,,,,,,,,,64.62,3.08,18.72,25.38,21.54,1.54,64.62,4.1,1.79,1.28,29.74,2.05,0.77,0.26,0.51,1.54,33.59,4.87,3.17,0,1.03,0.26,0,0,0,0,0,0.03,0.03,0.01,-0.03,-0.03,26.4,0.77,89.49,0,0,0,0,0,0,0.26,0,0.03,0.03,0.03,0.05,2.05,1.03,4.87,0,0.01,Right-Back
2591,Alex Telles,BRA,DF,Sevilla,La Liga,30,1992,15.9,1.32,0.82,0.94,0.38,0,0.82,1.57,0.75,1.07,0.31,0.75,1.26,2.58,2.39,0,2.33,0.31,1.32,0.82,0.94,0.38,0,0.82,1.57,0.75,1.07,0.31,0.75,1.26,2.58,2.39,0,2.94,52,2.64,1.95,0.31,0.06,0.13,0.19,0,0.25,0.19,0,0,0,0.06,0,0.38,0,0,1.57,0.88,0.06,5.22,1.26,0.82,0.06,0,0,4.91,1.64,1.01,61.9,34.09,45.79,17.3,19.37,12.08,15.97,3.71,7.86,0.13,0.11,0.08,0.01,1.19,2.58,1.19,0.88,2.64,3.87,1.75,0.07,45.79,36.6,8.99,1.7,0.06,0.25,5.22,6.1,1.19,0.44,0.44,0,34.09,0.19,0.69,90.91,7.58,0.61,27.27,0.61,3.03,3.64,4.55,0.78,0.3,0.91,-0.61,-0.73,1.24,1.76,-0.52,-0.58,55.35,3.58,18.05,21.89,15.85,0.69,55.35,1.76,0.88,0.82,25.16,1.32,0.69,0.25,0.69,0.06,28.99,5.03,2.38,0,0.75,0.06,0,0,0.06,0,0,0.03,0.03,0,-0.03,-0.03,22.5,0.94,89.75,0,0.13,0.13,0,0,0,0.38,0,0.03,0.03,0.11,0.14,1.32,2.64,5.03,0.01,0.01,Left-Back
436,Alexander Callens,PER,DF,Girona,La Liga,31,1992,1.3,2.31,2.31,1.54,0.77,0,2.31,3.08,0.77,2.31,0.77,1.54,0.77,3.08,6.92,0,3.08,0.77,2.31,2.31,1.54,0.77,0,2.31,3.08,0.77,2.31,0.77,1.54,0.77,3.08,6.92,0,3.23,75,0.77,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,2.31,0.77,0,0,0.77,2.31,0,0,0,6.92,0,0.77,0,60,71.54,26.92,30.77,29.23,36.15,0.77,1.54,0,0,0,0,0,3.85,0.77,0,4.62,3.85,0,,71.54,62.31,9.23,1.54,0,0,0,7.69,0,0,0,0,60,0,0,93.33,30,0,0,0,10,30,33.33,4.43,3.33,6.67,-3.33,-10.5,2,2.33,-0.33,-0.43,85.38,8.46,40.77,40.77,3.85,0,85.38,0,0,0,58.46,3.85,2.31,0,1.54,0.77,55.38,0.77,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.31,0,0,0,0,0,0,0.77,0,0,0,0,0,3.85,4.62,0.77,0,0,Centre-Back
