,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),npxG_p90 (possession_p90),npxG/Sh_p90 (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
1708,1708,1709.0,Facundo Medina,ARG,DF,Lens,Ligue 1,22.0,1999.0,25.8,2.79,1.98,1.67,0.97,0.16,1.47,2.4,0.93,12.48,4.84,5.16,6.32,1.01,1.67,0.27,0.04,1.4,2.17,4.96,2.75,0.04,5.11,0.81,0.74,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,0.0,1.32,0.58,0.0,0.16,2.17,1.98,0.0,0.08,0.0,9.61,1.43,1.28,70.16,77.95,1354.07,530.74,27.71,29.26,31.9,34.26,9.57,12.52,0.0,0.01,-0.01,0.12,6.01,0.12,0.0,5.74,77.95,74.38,3.57,2.33,0.0,7.29,2.17,0.16,0.0,0.0,0.0,0.0,64.88,5.39,7.67,67.25,6.24,2.36,0.93,0.19,70.16,0.08,0.93,1.78,0.89,89.87,3.01,1.0,3.01,0.94,0.0,0.0,0.07,0.05,0.9,0.84,0.07,0.01,0.94,1.45,-0.51,0.01,87.71,9.5,36.47,53.84,3.53,0.78,84.38,0.5,0.58,0.5,0.0,61.43,348.99,215.27,6.32,0.85,0.04,0.5,0.58,65.12,63.64,0.47,311.0,12.06,0.12,6.01,0.12,5.74,0.01,4.09,0.04,0.31,0.08,0.05,0.01,12.48,4.84,52.9,61.3,5.11,0.04,0.31,0.08,0.01,0.02,0.33,0.0,0.0,0.0,0.05,0.05,0.01,-0.01,-0.01,Centre-Back
2036,2036,2037.0,Facundo Pellistri,URU,"MF,FW",Alavés,La Liga,20.0,2001.0,7.5,1.2,0.8,0.53,0.4,0.27,0.4,1.2,0.8,19.47,4.53,6.53,6.4,6.53,2.4,0.4,0.0,2.0,1.07,2.27,0.53,0.0,1.43,2.0,1.47,0.0,0.13,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.33,2.8,0.4,1.2,1.07,0.8,0.0,0.0,0.0,7.33,0.8,3.33,14.93,20.27,213.73,48.67,9.33,11.73,4.8,6.0,0.67,1.33,0.0,0.05,-0.05,0.8,1.2,0.53,0.13,1.07,20.27,19.73,0.53,0.13,0.0,5.47,0.4,1.2,0.0,0.0,0.0,0.0,14.27,3.6,2.4,1.33,15.6,2.13,0.13,0.4,14.93,0.0,0.53,0.53,1.6,90.0,45.0,1.0,45.0,1.0,0.0,0.0,0.0,0.25,0.5,2.0,-1.5,-1.01,1.15,1.1,0.05,-0.2,36.0,0.93,6.93,17.73,15.47,2.13,35.47,1.87,4.27,2.13,0.4,25.47,189.87,106.53,4.93,1.47,0.8,2.13,2.13,37.47,21.73,4.0,45.0,6.0,0.8,1.2,0.53,1.07,0.05,3.58,0.0,0.93,0.27,0.13,0.02,19.47,4.53,19.4,33.3,1.43,0.0,0.93,0.27,0.0,0.0,1.69,0.0,0.0,0.0,0.13,0.13,0.02,-0.13,-0.13,Right Winger
2301,2301,2302.0,Falaye Sacko,MLI,DF,Saint-Étienne,Ligue 1,27.0,1995.0,6.1,2.79,1.48,2.3,0.49,0.0,2.13,2.95,0.82,13.77,4.26,6.89,6.23,0.66,1.97,0.98,0.0,0.98,2.79,5.57,1.8,0.0,5.57,0.98,0.82,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.48,0.16,0.0,0.49,2.79,1.48,0.0,0.0,0.0,8.36,0.98,0.49,48.69,57.21,974.92,350.66,16.72,17.87,23.77,25.74,7.54,11.97,0.0,0.02,-0.02,0.33,4.75,0.0,0.0,3.11,57.21,52.95,4.26,2.13,0.0,7.05,1.15,0.49,0.0,0.0,0.0,0.0,46.39,5.08,5.74,2.13,50.98,1.48,2.13,0.0,48.69,0.0,1.15,1.31,1.15,90.15,2.9,1.12,2.97,0.41,0.04,0.71,0.07,0.06,1.23,0.93,0.3,0.02,1.4,0.94,0.46,0.02,66.56,4.1,29.34,36.23,4.92,0.16,62.3,0.0,0.0,0.0,0.0,46.56,249.51,138.03,4.1,0.98,0.16,0.33,0.49,42.95,42.79,0.16,44.0,7.209999999999999,0.33,4.75,0.0,3.11,0.02,3.19,0.0,0.16,0.0,0.02,0.01,13.77,4.26,66.7,72.2,5.57,0.0,0.16,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.02,0.02,0.01,-0.02,-0.02,Right-Back
837,837,838.0,Fali,ESP,"DF,MF",Cádiz,La Liga,28.0,1993.0,17.5,2.06,1.43,1.66,0.4,0.0,0.86,1.71,0.86,11.03,3.49,7.26,3.49,0.29,2.11,0.91,0.0,1.2,1.66,3.71,4.4,0.0,2.0,0.51,0.4,0.06,0.0,0.06,0.0,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.0,0.0,0.97,0.57,0.0,0.4,1.66,1.43,0.0,0.0,0.0,7.94,1.89,1.43,24.46,31.71,573.66,168.11,5.54,6.29,12.86,15.14,5.71,9.77,0.11,0.03,0.09,0.29,1.89,0.29,0.06,1.71,31.71,29.94,1.77,1.03,0.06,3.31,0.86,0.4,0.0,0.0,0.0,0.0,18.86,3.43,9.43,6.06,21.89,2.17,0.69,0.06,24.46,0.06,1.03,0.51,0.34,90.18,2.93,1.17,3.2,0.27,0.23,1.31,0.09,0.03,0.95,2.07,-1.13,-0.03,0.95,1.77,-0.82,-0.03,42.74,7.09,23.14,19.14,2.74,0.57,40.91,0.06,0.17,0.17,0.0,20.57,107.43,58.23,1.03,0.06,0.0,0.17,0.23,22.69,21.6,0.29,48.0,2.74,0.29,1.89,0.29,1.71,0.03,3.5,0.0,0.63,0.0,0.03,0.0,11.03,3.49,56.9,50.0,2.0,0.0,0.63,0.0,0.0,0.0,0.92,0.11,0.0,0.0,0.03,0.03,0.0,-0.03,-0.03,Centre-Back
441,441,442.0,Fali Candé,GNB,DF,Metz,Ligue 1,24.0,1998.0,8.8,3.41,2.27,1.59,1.59,0.23,1.25,3.07,1.82,16.48,6.14,7.84,6.25,2.39,2.05,0.23,0.0,1.82,1.7,5.11,1.93,0.0,3.37,1.59,0.91,0.57,0.0,0.0,0.0,0.11,0.23,0.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0,0.0,1.59,1.02,0.0,2.16,1.7,2.27,0.0,0.0,0.0,7.5,1.14,0.68,35.34,48.52,677.61,263.3,15.34,17.39,15.11,18.98,4.66,10.34,0.11,0.14,-0.02,1.02,1.25,0.34,0.34,2.16,48.52,36.59,11.93,1.02,0.0,6.02,1.93,2.16,1.82,1.25,0.57,0.0,25.23,9.32,13.98,33.52,3.98,1.36,9.09,0.0,35.34,0.0,0.23,1.7,2.05,90.08,2.89,1.03,3.26,0.45,0.25,1.36,0.0,0.04,1.2,2.27,-1.07,-0.02,1.05,1.7,-0.65,-0.01,61.14,2.95,22.27,28.41,13.86,0.45,49.32,1.02,2.73,1.36,0.0,34.77,141.14,75.57,2.84,1.02,0.23,0.8,0.91,35.23,31.82,0.8,44.0,5.0,1.02,1.25,0.34,2.16,0.14,3.06,0.0,0.57,0.11,0.01,0.0,16.48,6.14,62.5,40.7,3.37,0.0,0.57,0.11,0.0,0.0,3.53,0.34,0.0,0.0,0.01,0.01,0.0,-0.01,-0.01,Left-Back
976,976,977.0,Faouzi Ghoulam,ALG,DF,Napoli,Serie A,31.0,1991.0,2.5,0.8,0.8,0.4,0.4,0.0,0.0,0.4,0.4,8.0,2.4,3.2,2.4,2.4,1.6,0.4,0.0,1.2,0.4,1.2,3.2,0.0,1.66,4.0,2.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.2,0.8,0.0,5.6,0.4,0.8,0.0,0.0,0.0,9.2,2.0,1.2,63.6,77.2,1068.8,373.2,31.2,33.6,26.4,30.0,4.8,11.2,0.0,0.12,-0.12,2.4,8.4,2.0,1.2,5.2,77.2,67.6,9.6,2.8,0.0,4.4,2.0,5.6,2.8,1.2,1.6,0.0,55.2,8.4,13.6,64.0,4.8,2.8,4.0,0.4,63.6,0.0,0.0,2.0,2.4,89.84,4.92,0.82,12.13,0.0,2.13,2.3,0.49,0.41,3.11,0.82,2.3,0.2,2.18,0.92,1.26,0.08,85.6,4.4,24.4,37.2,29.6,0.8,75.2,0.0,0.4,0.0,0.0,54.0,279.2,146.0,5.2,2.0,0.4,0.0,0.0,62.0,58.0,1.2,26.0,10.4,2.4,8.4,2.0,5.2,0.12,4.09,0.0,1.2,0.4,0.04,0.02,8.0,2.4,62.5,0.0,1.66,0.0,1.2,0.4,0.0,0.0,10.24,0.8,0.0,0.0,0.04,0.04,0.02,-0.04,-0.04,Left-Back
342,342,343.0,Farid Boulaya,ALG,"MF,FW",Metz,Ligue 1,29.0,1993.0,15.1,0.99,0.53,0.4,0.46,0.13,0.6,2.05,1.46,12.65,3.31,2.78,6.42,3.44,1.39,0.13,0.0,1.26,1.19,2.19,0.13,0.0,1.44,2.58,1.66,0.73,0.07,0.07,0.0,0.07,0.13,0.0,0.13,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.0,0.4,0.99,0.07,2.05,1.19,0.53,0.0,0.0,0.0,6.95,0.6,1.32,28.81,43.71,590.6,181.66,11.92,15.3,10.86,14.77,5.56,11.39,0.13,0.13,0.01,1.79,3.38,0.86,0.26,3.31,43.71,38.54,5.17,1.39,0.07,8.21,3.11,2.05,2.32,0.53,1.46,0.0,25.03,5.83,12.85,5.5,35.56,1.06,0.73,0.26,28.81,0.66,1.66,2.85,1.85,103.33,103.33,0.0,0.0,0.0,3.33,103.33,0.0,3.33,0.0,0.0,0.0,1.7,0.0,1.67,-1.33,-2.9,53.44,0.6,8.15,30.66,19.6,1.72,48.01,0.86,1.66,0.93,0.13,36.89,239.87,122.85,6.09,2.32,0.73,1.46,2.12,45.23,36.69,3.71,142.0,9.4,1.79,3.38,0.86,3.31,0.13,5.74,0.2,1.13,0.33,0.09,0.01,12.65,3.31,31.0,29.0,1.44,0.2,1.13,0.33,0.01,0.04,1.56,0.33,0.0,0.0,0.09,0.09,0.01,0.11,0.11,Attacking Midfield
1713,1713,1714.0,Farid El Melali,ALG,FW,Angers,Ligue 1,24.0,1997.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,10.0,15.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,10.0,25.0,180.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,5.0,5.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,,,,,,,,inf,,,,,,,,,,45.0,0.0,10.0,10.0,35.0,5.0,40.0,0.0,5.0,5.0,0.0,25.0,125.0,0.0,5.0,0.0,5.0,0.0,5.0,30.0,10.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,30.0,5.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,Right Winger
2325,2325,2326.0,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25.0,1997.0,9.2,2.07,1.3,0.98,1.09,0.0,0.76,1.74,0.98,23.8,7.5,8.8,12.72,2.28,0.43,0.0,0.0,0.43,0.87,2.93,1.3,0.0,1.58,0.98,0.87,0.0,0.0,0.0,0.0,0.11,0.33,0.22,0.0,0.0,0.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.0,0.0,3.59,1.3,0.0,0.0,0.87,1.3,0.0,0.0,0.0,10.0,1.63,0.54,31.3,37.17,556.74,131.41,15.54,17.5,11.3,12.83,4.13,5.54,0.0,0.04,-0.04,0.33,2.07,0.43,0.0,2.28,37.17,36.63,0.54,0.33,0.11,5.98,0.76,0.0,0.0,0.0,0.0,0.0,27.61,3.7,5.87,2.83,30.0,2.72,0.22,0.11,31.3,0.11,0.33,0.98,0.43,90.14,2.92,1.0,3.1,0.89,0.11,1.07,0.0,0.03,1.0,1.64,-0.64,0.04,1.09,1.26,-0.17,0.02,44.02,1.85,12.39,26.52,6.41,0.22,43.48,0.11,0.22,0.11,0.0,25.22,80.11,21.41,0.87,0.11,0.0,0.65,0.54,29.02,27.28,0.54,29.0,3.15,0.33,2.07,0.43,2.28,0.04,3.64,0.0,0.0,0.0,0.0,0.0,23.8,7.5,75.0,43.8,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfield
289,289,290.0,Federico Bernardeschi,ITA,"MF,FW",Juventus,Serie A,28.0,1994.0,14.5,1.1,0.9,0.41,0.41,0.28,0.34,0.83,0.48,14.55,4.69,4.62,6.34,3.59,1.45,0.28,0.0,1.17,0.69,1.79,0.34,0.07,2.07,3.31,2.21,0.28,0.21,0.48,0.14,0.0,0.28,0.21,0.0,0.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.0,0.0,1.24,1.72,0.21,2.21,0.69,0.9,0.0,0.0,0.0,6.55,0.48,1.24,29.03,38.0,514.07,136.34,13.79,15.66,11.86,14.14,2.9,6.07,0.21,0.11,0.1,1.1,1.86,1.59,0.21,4.21,38.0,34.83,3.17,0.97,0.14,5.24,2.14,2.21,1.45,0.41,0.55,0.07,26.55,4.62,6.83,34.14,1.93,0.69,0.76,0.14,29.03,0.28,0.69,1.86,1.66,90.0,2.9,1.0,2.9,1.0,0.0,0.0,0.0,0.04,1.58,1.55,0.03,-0.1,1.57,1.44,0.13,-0.05,49.52,1.59,8.0,22.48,24.14,3.31,46.55,1.59,3.31,2.0,0.14,37.24,235.38,116.21,6.62,2.55,1.31,1.45,1.24,42.48,35.52,4.69,157.0,10.83,1.1,1.86,1.59,4.21,0.11,7.25,0.07,2.28,0.55,0.1,0.0,14.55,4.69,28.0,41.7,2.07,0.07,2.28,0.55,0.0,0.01,1.32,0.0,0.0,0.0,0.1,0.1,0.0,-0.03,-0.03,Right Winger
330,330,331.0,Federico Bonazzoli,ITA,"FW,MF",Salernitana,Serie A,24.0,1997.0,19.2,1.15,0.73,0.42,0.42,0.31,0.31,1.04,0.73,14.79,3.12,2.5,7.5,4.79,0.99,0.05,0.0,0.94,0.42,1.56,0.31,0.0,0.86,1.61,1.09,0.0,0.05,0.16,0.21,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.0,0.0,1.51,3.8,0.31,0.36,0.42,0.73,0.0,0.0,0.0,5.83,0.68,1.56,19.32,26.25,357.5,61.88,9.48,11.82,6.3,7.92,2.86,4.43,0.0,0.04,-0.04,0.47,1.35,0.57,0.05,1.82,26.25,23.33,2.92,0.36,0.05,5.1,1.98,0.36,0.52,0.21,0.26,0.0,17.08,4.06,5.1,20.52,4.17,0.78,0.1,0.21,19.32,0.05,0.47,0.99,1.35,89.71,12.86,1.14,18.86,0.0,0.86,4.86,0.57,0.37,1.14,1.71,-0.57,-0.17,1.4,1.71,-0.31,-0.19,39.11,0.36,3.39,21.2,17.34,2.92,36.15,1.04,2.03,1.04,0.0,26.3,130.0,62.86,2.6,1.56,0.1,2.34,1.35,41.77,26.82,4.74,85.0,4.42,0.47,1.35,0.57,1.82,0.04,4.71,0.47,2.34,0.78,0.23,0.01,14.79,3.12,30.2,30.0,0.86,0.47,2.34,0.78,0.01,0.02,0.94,0.05,0.1,0.1,0.31,0.23,0.01,0.16,0.14,Centre-Forward
484,484,485.0,Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,29.0,1992.0,24.0,1.42,1.17,0.88,0.42,0.12,0.5,1.04,0.54,11.92,4.08,5.79,5.0,1.12,1.33,0.29,0.0,1.04,2.54,3.96,4.21,0.0,4.18,0.88,0.75,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.04,0.04,2.21,1.08,0.12,0.21,2.54,1.17,0.0,0.0,0.0,10.46,2.96,2.04,38.04,47.08,733.17,259.33,14.88,17.46,16.75,19.08,5.58,8.88,0.0,0.03,-0.03,0.33,2.92,0.25,0.0,3.25,47.08,44.83,2.25,1.46,0.04,6.54,0.92,0.21,0.0,0.0,0.0,0.0,31.17,6.0,9.92,11.79,29.04,3.46,0.79,0.25,38.04,0.17,0.92,1.54,0.88,89.17,8.89,0.83,23.61,0.56,1.94,2.5,5.56,0.25,1.11,2.22,-1.11,-0.39,1.19,2.0,-0.81,-0.31,58.42,4.83,25.58,29.46,6.96,1.29,56.38,0.38,0.71,0.38,0.0,34.96,165.71,84.58,3.0,0.92,0.0,0.54,0.96,36.12,34.21,1.04,150.0,6.25,0.33,2.92,0.25,3.25,0.03,4.27,0.04,0.46,0.08,0.08,0.01,11.92,4.08,59.2,48.0,4.18,0.04,0.46,0.08,0.0,0.02,0.4,0.0,0.0,0.0,0.08,0.08,0.01,-0.03,-0.03,Centre-Back
513,513,514.0,Federico Chiesa,ITA,"MF,FW",Juventus,Serie A,24.0,1997.0,9.6,2.4,1.77,0.83,0.94,0.62,0.73,2.19,1.46,15.0,4.58,4.58,5.42,5.0,1.25,0.0,0.0,1.25,0.83,3.23,0.62,0.0,3.73,4.17,2.4,0.21,0.52,0.42,0.42,0.21,0.73,0.31,0.0,0.21,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.25,2.08,0.1,2.4,0.83,1.77,0.1,0.0,0.0,6.77,0.31,1.25,22.81,29.58,439.69,135.42,10.0,11.98,8.44,10.52,3.44,5.52,0.1,0.12,-0.02,1.77,1.35,1.25,0.62,3.02,29.58,26.25,3.33,0.1,0.0,5.73,1.98,2.4,1.77,0.83,0.42,0.1,18.85,5.52,5.21,4.48,22.71,0.73,1.25,0.21,22.81,0.31,0.62,1.35,0.94,inf,inf,,,,inf,inf,inf,inf,inf,,inf,inf,inf,,inf,inf,45.21,0.83,8.33,19.17,22.5,5.21,41.88,2.19,3.44,2.4,0.21,31.77,200.94,136.67,5.1,1.98,1.15,1.77,2.81,40.62,28.75,5.21,78.0,8.12,1.77,1.35,1.25,3.02,0.12,6.62,0.21,2.92,0.94,0.24,0.01,15.0,4.58,20.0,33.3,3.73,0.21,2.92,0.94,0.01,0.02,1.79,0.0,0.0,0.0,0.24,0.24,0.01,-0.03,-0.03,Right Winger
677,677,678.0,Federico Di Francesco,ITA,"FW,MF",Empoli,Serie A,27.0,1994.0,14.8,0.95,0.68,0.07,0.47,0.41,0.27,1.35,1.08,18.45,5.0,2.57,8.11,7.77,1.22,0.14,0.0,1.08,0.68,1.62,0.54,0.0,1.47,2.64,1.96,0.07,0.07,0.2,0.27,0.07,0.27,0.07,0.07,0.0,0.07,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.0,0.0,2.36,1.89,0.88,2.16,0.68,0.68,0.07,0.0,0.0,5.0,0.34,1.82,16.76,25.27,274.66,85.2,9.26,11.49,5.0,7.57,1.49,3.78,0.0,0.07,-0.07,1.01,1.62,0.88,0.07,2.57,25.27,24.26,1.01,0.07,0.0,5.07,0.68,2.16,0.47,0.2,0.2,0.0,16.49,3.38,5.41,2.57,20.68,1.42,0.07,0.2,16.76,0.14,0.61,1.62,0.88,,,,,,,,inf,,,,,,,,,,38.18,0.88,3.78,15.61,21.49,5.88,37.23,0.54,2.23,0.61,0.0,27.5,140.54,72.97,3.85,1.22,1.01,2.3,2.23,41.62,27.64,8.24,95.0,6.42,1.01,1.62,0.88,2.57,0.07,7.67,0.34,1.69,0.54,0.16,0.01,18.45,5.0,15.6,20.0,1.47,0.34,1.69,0.54,0.01,0.04,1.15,0.0,0.0,0.0,0.16,0.16,0.01,0.18,0.18,Left Winger
